EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd	Class	Set
Q95JC9	Sus scrofa	Metazoa	676	1	16	Positive	Fold_5
P05155	Homo sapiens	Metazoa	500	1	22	Positive	Fold_1
P10619	Homo sapiens	Metazoa	480	1	28	Positive	Fold_5
P18684	Protophormia terraenovae	Metazoa	101	1	18	Positive	Fold_3
P62931	Pisum sativum	Viridiplantae	130	1	26	Positive	Fold_4
Q5NAT0	Oryza sativa subsp. japonica	Viridiplantae	640	1	34	Positive	Fold_1
O00300	Homo sapiens	Metazoa	401	1	21	Positive	Fold_4
P32760	Gallus gallus	Metazoa	165	1	30	Positive	Fold_3
P81828	Rattus norvegicus	Metazoa	101	1	21	Positive	Fold_3
P28325	Homo sapiens	Metazoa	142	1	20	Positive	Fold_4
Q09332	Drosophila melanogaster	Metazoa	1548	1	22	Positive	Fold_1
M1MR49	Rhipicephalus appendiculatus	Metazoa	176	1	24	Positive	Fold_1
P12068	Sus scrofa	Metazoa	146	1	18	Positive	Fold_3
Q9UVI4	Claviceps fusiformis	Fungi	394	1	16	Positive	Fold_2
O64392	Triticum aestivum	Viridiplantae	146	1	21	Positive	Fold_5
Q8TCT8	Homo sapiens	Metazoa	520	1	25	Positive	Fold_5
Q53B47	Ophiophagus hannah	Metazoa	78	1	21	Positive	Fold_2
P02659	Gallus gallus	Metazoa	106	1	24	Positive	Fold_4
Q7YT16	Musca domestica	Metazoa	141	1	19	Positive	Fold_1
P01295	Gallus gallus	Metazoa	164	1	27	Positive	Fold_5
P06399	Rattus norvegicus	Metazoa	782	1	19	Positive	Fold_4
Q8WMP9	Bos taurus	Metazoa	407	1	29	Positive	Fold_2
Q2ULM2	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	496	1	16	Positive	Fold_5
P35541	Bos taurus	Metazoa	130	1	18	Positive	Fold_3
Q42502	Solanum tuberosum	Viridiplantae	386	1	23	Positive	Fold_2
P15309	Homo sapiens	Metazoa	386	1	32	Positive	Fold_1
P10152	Bos taurus	Metazoa	148	1	23	Positive	Fold_1
P08174	Homo sapiens	Metazoa	381	1	34	Positive	Fold_3
P55000	Homo sapiens	Metazoa	103	1	22	Positive	Fold_3
Q9DEA1	Deinagkistrodon acutus	Metazoa	146	1	23	Positive	Fold_2
Q8HY17	Sus scrofa	Metazoa	140	1	26	Positive	Fold_5
Q8T9R8	Stomoxys calcitrans	Metazoa	67	1	24	Positive	Fold_4
P54107	Homo sapiens	Metazoa	249	1	21	Positive	Fold_5
Q9Y251	Homo sapiens	Metazoa	543	1	35	Positive	Fold_2
Q9HGE1	Humicola insolens	Fungi	227	1	36	Positive	Fold_3
Q9H1E1	Homo sapiens	Metazoa	156	1	28	Positive	Fold_5
P23284	Homo sapiens	Metazoa	216	1	33	Positive	Fold_2
O60449	Homo sapiens	Metazoa	1722	1	27	Positive	Fold_2
P35859	Rattus norvegicus	Metazoa	603	1	23	Positive	Fold_1
P19427	Bos taurus	Metazoa	201	1	18	Positive	Fold_3
P60301	Naja atra	Metazoa	81	1	21	Positive	Fold_3
Q9Z0K8	Mus musculus	Metazoa	512	1	23	Positive	Fold_3
P08989	Canis lupus familiaris	Metazoa	146	1	23	Positive	Fold_2
P06213	Homo sapiens	Metazoa	1382	1	27	Positive	Fold_3
P16882	Mus musculus	Metazoa	650	1	24	Positive	Fold_4
Q16663	Homo sapiens	Metazoa	113	1	21	Positive	Fold_1
Q99217	Homo sapiens	Metazoa	191	1	16	Positive	Fold_1
Q62632	Rattus norvegicus	Metazoa	306	1	18	Positive	Fold_4
Q06KA2	Phlebotomus duboscqi	Metazoa	249	1	19	Positive	Fold_1
P07380	Equus caballus	Metazoa	181	1	18	Positive	Fold_1
W5XCJ6	Macrovipera lebetinus	Metazoa	154	1	23	Positive	Fold_3
P11151	Bos taurus	Metazoa	478	1	28	Positive	Fold_2
P09237	Homo sapiens	Metazoa	267	1	17	Positive	Fold_3
P02808	Homo sapiens	Metazoa	62	1	19	Positive	Fold_5
Q8NBP7	Homo sapiens	Metazoa	692	1	30	Positive	Fold_5
P11912	Homo sapiens	Metazoa	226	1	32	Positive	Fold_2
Q42372	Robinia pseudoacacia	Viridiplantae	286	1	31	Positive	Fold_1
P0DJJ9	Protobothrops flavoviridis	Metazoa	138	1	16	Positive	Fold_3
P12273	Homo sapiens	Metazoa	146	1	28	Positive	Fold_2
P10761	Mus musculus	Metazoa	424	1	22	Positive	Fold_1
P79208	Ovis aries	Metazoa	603	1	16	Positive	Fold_3
P09586	Mus musculus	Metazoa	222	1	31	Positive	Fold_4
O55245	Crocodylus porosus	Metazoa	150	1	20	Positive	Fold_3
Q99MG7	Mesocricetus auratus	Metazoa	172	1	16	Positive	Fold_2
P15497	Bos taurus	Metazoa	265	1	18	Positive	Fold_4
P0C1B3	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	499	1	21	Positive	Fold_4
P10669	Sus scrofa	Metazoa	344	1	29	Positive	Fold_3
P29392	Bos taurus	Metazoa	134	1	20	Positive	Fold_2
Q95VP2	Epiphyas postvittana	Metazoa	161	1	20	Positive	Fold_5
P01036	Homo sapiens	Metazoa	141	1	20	Positive	Fold_2
Q16602	Homo sapiens	Metazoa	461	1	22	Positive	Fold_1
P0CZ17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	362	1	25	Positive	Fold_5
G4ZHR2	Phytophthora sojae (strain P6497)	Other	241	1	19	Positive	Fold_1
P31836	Bos taurus	Metazoa	853	1	19	Positive	Fold_4
P14765	Ovis aries	Metazoa	97	1	28	Positive	Fold_1
G9I929	Micrurus tener tener	Metazoa	84	1	24	Positive	Fold_5
Q92563	Homo sapiens	Metazoa	424	1	22	Positive	Fold_1
P01633	Mus musculus	Metazoa	149	1	29	Positive	Fold_5
P0C8G6	Pomacea canaliculata	Metazoa	565	1	26	Positive	Fold_3
P01563	Homo sapiens	Metazoa	188	1	23	Positive	Fold_2
C9X4K7	Tityus discrepans	Metazoa	85	1	21	Positive	Fold_4
A0A4P9I8G4	Waitea arvalis	Fungi	238	1	20	Positive	Fold_4
P13204	Bos taurus	Metazoa	129	1	26	Positive	Fold_4
Q7ZT99	Crotalus atrox	Metazoa	240	1	19	Positive	Fold_5
Q805A2	Protobothrops flavoviridis	Metazoa	138	1	16	Positive	Fold_3
P42705	Canis lupus familiaris	Metazoa	352	1	23	Positive	Fold_2
P05187	Homo sapiens	Metazoa	535	1	22	Positive	Fold_1
P10631	Rattus norvegicus	Metazoa	98	1	28	Positive	Fold_2
P62520	Chilobrachys guangxiensis	Metazoa	63	1	27	Positive	Fold_5
P13389	Ovis aries	Metazoa	125	1	19	Positive	Fold_1
P07093	Homo sapiens	Metazoa	398	1	19	Positive	Fold_4
P33579	Rattus norvegicus	Metazoa	238	1	30	Positive	Fold_5
F2QXM5	Komagataella phaffii (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1)	Fungi	587	1	19	Positive	Fold_3
P83632	Galleria mellonella	Metazoa	236	1	17	Positive	Fold_5
P00698	Gallus gallus	Metazoa	147	1	18	Positive	Fold_5
B5U6Y4	Echis ocellatus	Metazoa	138	1	16	Positive	Fold_5
P86404	Mesobuthus eupeus	Metazoa	86	1	19	Positive	Fold_2
Q9PTT2	Lepidobatrachus laevis	Metazoa	225	1	19	Positive	Fold_1
P00747	Homo sapiens	Metazoa	810	1	19	Positive	Fold_5
Q12841	Homo sapiens	Metazoa	308	1	20	Positive	Fold_1
Q9Z1K9	Rattus norvegicus	Metazoa	827	1	17	Positive	Fold_2
P01742	Homo sapiens	Metazoa	117	1	19	Positive	Fold_4
P20757	Ovis aries	Metazoa	476	1	24	Positive	Fold_4
P04280	Homo sapiens	Metazoa	392	1	16	Positive	Fold_2
P30659	Lutzomyia longipalpis	Metazoa	86	1	23	Positive	Fold_1
P10298	Cyprinus carpio	Metazoa	210	1	23	Positive	Fold_2
P19438	Homo sapiens	Metazoa	455	1	29	Positive	Fold_1
P42578	Lymnaea stagnalis	Metazoa	239	1	18	Positive	Fold_1
P19137	Mus musculus	Metazoa	3083	1	24	Positive	Fold_4
A1IKL2	Anisakis simplex	Metazoa	152	1	18	Positive	Fold_1
Q9M0S4	Arabidopsis thaliana	Viridiplantae	127	1	21	Positive	Fold_1
Q6UWK7	Homo sapiens	Metazoa	81	1	24	Positive	Fold_5
Q969P0	Homo sapiens	Metazoa	613	1	27	Positive	Fold_4
P15478	Solanum tuberosum	Viridiplantae	386	1	23	Positive	Fold_2
P31515	Xenopus laevis	Metazoa	341	1	29	Positive	Fold_3
P18632	Cryptomeria japonica	Viridiplantae	374	1	21	Positive	Fold_5
Q3L1D1	Agaricus bisporus	Fungi	594	1	25	Positive	Fold_3
P32802	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	667	1	22	Positive	Fold_3
P80747	Bos taurus	Metazoa	800	1	24	Positive	Fold_4
P01492	Centruroides sculpturatus	Metazoa	87	1	19	Positive	Fold_1
Q8N4F0	Homo sapiens	Metazoa	458	1	20	Positive	Fold_5
P42254	Aspergillus niger	Fungi	628	1	25	Positive	Fold_1
P81498	Suncus murinus	Metazoa	389	1	16	Positive	Fold_3
O82337	Arabidopsis thaliana	Viridiplantae	73	1	26	Positive	Fold_2
P98140	Bos taurus	Metazoa	612	1	19	Positive	Fold_2
F1AWB0	Vaejovis mexicanus	Metazoa	82	1	22	Positive	Fold_3
Q8RUW5	Arabidopsis thaliana	Viridiplantae	433	1	19	Positive	Fold_5
Q15582	Homo sapiens	Metazoa	683	1	23	Positive	Fold_3
Q8AV97	Protobothrops flavoviridis	Metazoa	158	1	23	Positive	Fold_3
P01323	Rattus norvegicus	Metazoa	110	1	24	Positive	Fold_3
P50229	Rattus norvegicus	Metazoa	92	1	23	Positive	Fold_1
O76818	Agrotis ipsilon	Metazoa	193	1	19	Positive	Fold_3
O00206	Homo sapiens	Metazoa	839	1	23	Positive	Fold_1
Q16552	Homo sapiens	Metazoa	155	1	23	Positive	Fold_2
P12318	Homo sapiens	Metazoa	317	1	33	Positive	Fold_3
P91745	Lucilia cuprina	Metazoa	375	1	20	Positive	Fold_4
A8CG78	Daboia siamensis	Metazoa	138	1	16	Positive	Fold_4
Q8MLZ7	Drosophila melanogaster	Metazoa	441	1	23	Positive	Fold_3
Q52085	Heterostelium pallidum	Other	320	1	19	Positive	Fold_3
O77541	Oryctolagus cuniculus	Metazoa	124	1	24	Positive	Fold_5
Q9DGI0	Bothrops jararaca	Metazoa	341	1	19	Positive	Fold_1
G1CWH1	Clitoria ternatea	Viridiplantae	132	1	28	Positive	Fold_2
P22894	Homo sapiens	Metazoa	467	1	20	Positive	Fold_5
P11936	Sus scrofa	Metazoa	284	1	22	Positive	Fold_4
P00751	Homo sapiens	Metazoa	764	1	25	Positive	Fold_2
Q7SZN0	Pseudonaja textilis	Metazoa	1460	1	30	Positive	Fold_5
Q8J0I9	Trichoderma harzianum	Fungi	490	1	28	Positive	Fold_5
Q00954	Rattus norvegicus	Metazoa	218	1	18	Positive	Fold_1
Q20224	Caenorhabditis elegans	Metazoa	161	1	19	Positive	Fold_4
Q8AXY1	Bothrops jararacussu	Metazoa	138	1	16	Positive	Fold_2
Q39688	Daucus carota	Viridiplantae	389	1	24	Positive	Fold_3
P02649	Homo sapiens	Metazoa	317	1	18	Positive	Fold_5
P35331	Gallus gallus	Metazoa	1284	1	24	Positive	Fold_4
P01594	Homo sapiens	Metazoa	117	1	22	Positive	Fold_4
O88917	Rattus norvegicus	Metazoa	1515	1	24	Positive	Fold_4
P31722	Rattus norvegicus	Metazoa	245	1	28	Positive	Fold_3
P14632	Sus scrofa	Metazoa	704	1	19	Positive	Fold_1
P34754	Aspergillus niger	Fungi	479	1	19	Positive	Fold_1
P11150	Homo sapiens	Metazoa	499	1	22	Positive	Fold_1
P01639	Mus musculus	Metazoa	130	1	22	Positive	Fold_5
Q6F495	Molineria latifolia	Viridiplantae	158	1	22	Positive	Fold_4
Q61789	Mus musculus	Metazoa	3330	1	31	Positive	Fold_4
Q8JFE6	Bombina maxima	Metazoa	96	1	19	Positive	Fold_4
P56595	Canis lupus familiaris	Metazoa	88	1	26	Positive	Fold_2
P08236	Homo sapiens	Metazoa	651	1	22	Positive	Fold_3
P01350	Homo sapiens	Metazoa	101	1	21	Positive	Fold_4
P60616	Bungarus multicinctus	Metazoa	95	1	21	Positive	Fold_4
Q7T2Q0	Echis multisquamatus	Metazoa	154	1	26	Positive	Fold_3
P05543	Homo sapiens	Metazoa	415	1	20	Positive	Fold_3
P01780	Homo sapiens	Metazoa	117	1	19	Positive	Fold_1
P11598	Rattus norvegicus	Metazoa	505	1	24	Positive	Fold_3
P06681	Homo sapiens	Metazoa	752	1	20	Positive	Fold_2
P15468	Sus scrofa	Metazoa	147	1	28	Positive	Fold_1
Q8BPM6	Mus musculus	Metazoa	367	1	31	Positive	Fold_2
P04405	Glycine max	Viridiplantae	485	1	18	Positive	Fold_5
P47178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	298	1	19	Positive	Fold_4
P19400	Ascaris suum	Metazoa	169	1	20	Positive	Fold_3
Q94733	Rhodnius prolixus	Metazoa	202	1	23	Positive	Fold_2
Q6PW77	Sarocladium strictum	Fungi	499	1	25	Positive	Fold_2
P18959	Manduca sexta	Metazoa	168	1	26	Positive	Fold_4
P06797	Mus musculus	Metazoa	334	1	17	Positive	Fold_1
P01185	Homo sapiens	Metazoa	164	1	19	Positive	Fold_2
P04276	Rattus norvegicus	Metazoa	476	1	16	Positive	Fold_3
P14211	Mus musculus	Metazoa	416	1	17	Positive	Fold_4
Q9BXJ3	Homo sapiens	Metazoa	329	1	16	Positive	Fold_4
A9UGV5	Oryza sativa subsp. japonica	Viridiplantae	68	1	30	Positive	Fold_5
P01148	Homo sapiens	Metazoa	92	1	23	Positive	Fold_5
Q09022	Xenopus laevis	Metazoa	84	1	18	Positive	Fold_5
Q7M413	Oligobrachia mashikoi	Metazoa	158	1	16	Positive	Fold_2
C0H9B6	Salmo salar	Metazoa	413	1	19	Positive	Fold_2
P0CAR9	Cerastes cerastes	Metazoa	137	1	16	Positive	Fold_2
P17728	Leiurus hebraeus	Metazoa	85	1	19	Positive	Fold_3
O46167	Eratigena agrestis	Metazoa	68	1	17	Positive	Fold_5
Q96PD4	Homo sapiens	Metazoa	163	1	30	Positive	Fold_1
P34746	Oreochromis mossambicus	Metazoa	204	1	17	Positive	Fold_1
P04552	Haliotis rufescens	Metazoa	154	1	18	Positive	Fold_5
Q5B1W7	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	385	1	18	Positive	Fold_1
P45658	Androctonus australis	Metazoa	84	1	19	Positive	Fold_1
P01701	Homo sapiens	Metazoa	117	1	19	Positive	Fold_4
Q13007	Homo sapiens	Metazoa	206	1	51	Positive	Fold_1
Q64550	Rattus norvegicus	Metazoa	535	1	29	Positive	Fold_3
P17314	Triticum aestivum	Viridiplantae	168	1	25	Positive	Fold_5
O75629	Homo sapiens	Metazoa	220	1	31	Positive	Fold_5
Q1HLC0	Lonomia obliqua	Metazoa	413	1	18	Positive	Fold_4
P09619	Homo sapiens	Metazoa	1106	1	32	Positive	Fold_1
P04004	Homo sapiens	Metazoa	478	1	19	Positive	Fold_4
A8CG89	Daboia russelii	Metazoa	138	1	16	Positive	Fold_5
Q5ZPR3	Homo sapiens	Metazoa	534	1	28	Positive	Fold_2
Q55GS3	Dictyostelium discoideum	Other	607	1	19	Positive	Fold_2
P05790	Bombyx mori	Metazoa	5263	1	21	Positive	Fold_4
Q96FE7	Homo sapiens	Metazoa	263	1	21	Positive	Fold_5
Q7M419	Oligobrachia mashikoi	Metazoa	156	1	16	Positive	Fold_2
P08375	Sarcophaga peregrina	Metazoa	63	1	23	Positive	Fold_3
G1CWH6	Clitoria ternatea	Viridiplantae	122	1	25	Positive	Fold_2
P24330	Crotalus adamanteus	Metazoa	70	1	22	Positive	Fold_2
P86408	Mesobuthus eupeus	Metazoa	85	1	19	Positive	Fold_1
Q8N126	Homo sapiens	Metazoa	398	1	24	Positive	Fold_4
A8CL69	Apis mellifera	Metazoa	195	1	33	Positive	Fold_5
Q26427	Galleria mellonella	Metazoa	267	1	16	Positive	Fold_5
Q8JI39	Protobothrops flavoviridis	Metazoa	240	1	19	Positive	Fold_3
P31608	Sagittaria sagittifolia	Viridiplantae	181	1	24	Positive	Fold_4
A3RJ36	Bubalus bubalis	Metazoa	64	1	24	Positive	Fold_4
P12637	Canis lupus familiaris	Metazoa	410	1	19	Positive	Fold_2
P0DPZ2	Scolopendra dehaani	Metazoa	101	1	23	Positive	Fold_5
F1N5C8	Bos taurus	Metazoa	445	1	22	Positive	Fold_2
P0C8E8	Rhipicephalus sanguineus	Metazoa	86	1	20	Positive	Fold_3
P15270	Dictyostelium discoideum	Other	424	1	23	Positive	Fold_5
P13501	Homo sapiens	Metazoa	91	1	23	Positive	Fold_4
P84693	Tityus obscurus	Metazoa	84	1	19	Positive	Fold_4
P13599	Rattus norvegicus	Metazoa	366	1	22	Positive	Fold_1
Q00855	Dermatophagoides farinae	Metazoa	146	1	17	Positive	Fold_1
P11916	Aquarana catesbeiana	Metazoa	133	1	22	Positive	Fold_3
Q5JNJ5	Oryza sativa subsp. japonica	Viridiplantae	237	1	28	Positive	Fold_4
P48740	Homo sapiens	Metazoa	699	1	19	Positive	Fold_2
P22969	Equus caballus	Metazoa	182	1	25	Positive	Fold_3
P63153	Sus scrofa	Metazoa	146	1	23	Positive	Fold_4
P09056	Mus musculus	Metazoa	203	1	23	Positive	Fold_3
P0DPU1	Scolopendra dehaani	Metazoa	210	1	23	Positive	Fold_5
P84527	Actinidia deliciosa	Viridiplantae	213	1	24	Positive	Fold_4
A0A1S6EK91	Moringa oleifera	Viridiplantae	79	1	20	Positive	Fold_2
C0HJQ5	Mesobuthus eupeus	Metazoa	57	1	28	Positive	Fold_5
P80090	Lymnaea stagnalis	Metazoa	122	1	29	Positive	Fold_1
P01023	Homo sapiens	Metazoa	1474	1	23	Positive	Fold_2
P28039	Homo sapiens	Metazoa	575	1	23	Positive	Fold_5
P15223	Centruroides noxius	Metazoa	86	1	19	Positive	Fold_2
Q03178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341	1	18	Positive	Fold_1
Q9UIB8	Homo sapiens	Metazoa	345	1	21	Positive	Fold_2
P10082	Homo sapiens	Metazoa	97	1	28	Positive	Fold_3
Q7T3J2	Bungarus candidus	Metazoa	95	1	21	Positive	Fold_5
Q9NBW2	Olivierus martensii	Metazoa	83	1	19	Positive	Fold_1
Q92583	Homo sapiens	Metazoa	94	1	23	Positive	Fold_2
Q4LCS9	Androctonus australis	Metazoa	80	1	22	Positive	Fold_5
P50828	Sus scrofa	Metazoa	459	1	28	Positive	Fold_2
A0A2J6KL39	Lactuca sativa	Viridiplantae	117	1	25	Positive	Fold_2
Q6IY74	Oryctolagus cuniculus	Metazoa	141	1	18	Positive	Fold_1
Q9M069	Arabidopsis thaliana	Viridiplantae	504	1	22	Positive	Fold_4
Q9HB40	Homo sapiens	Metazoa	452	1	26	Positive	Fold_3
P31358	Homo sapiens	Metazoa	61	1	24	Positive	Fold_1
Q03180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	325	1	18	Positive	Fold_2
A4VBF0	Vipera nikolskii	Metazoa	138	1	16	Positive	Fold_5
Q9UBN6	Homo sapiens	Metazoa	386	1	55	Positive	Fold_1
Q26292	Leiurus hebraeus	Metazoa	85	1	21	Positive	Fold_4
P28798	Mus musculus	Metazoa	589	1	17	Positive	Fold_5
Q8NBL1	Homo sapiens	Metazoa	392	1	23	Positive	Fold_5
Q6UWM7	Homo sapiens	Metazoa	567	1	21	Positive	Fold_1
P0DPV3	Scolopendra dehaani	Metazoa	73	1	23	Positive	Fold_3
P16933	Schizophyllum commune	Fungi	136	1	24	Positive	Fold_2
Q9H3T3	Homo sapiens	Metazoa	888	1	25	Positive	Fold_3
P20702	Homo sapiens	Metazoa	1163	1	19	Positive	Fold_1
P07214	Mus musculus	Metazoa	302	1	17	Positive	Fold_2
P13500	Homo sapiens	Metazoa	99	1	23	Positive	Fold_5
Q9NS68	Homo sapiens	Metazoa	423	1	29	Positive	Fold_5
P20013	Trametes versicolor	Fungi	372	1	26	Positive	Fold_2
P05113	Homo sapiens	Metazoa	134	1	19	Positive	Fold_4
P83869	Drosophila melanogaster	Metazoa	46	1	22	Positive	Fold_1
P35590	Homo sapiens	Metazoa	1138	1	21	Positive	Fold_3
Q6UW56	Homo sapiens	Metazoa	229	1	30	Positive	Fold_4
Q06KA5	Phlebotomus duboscqi	Metazoa	142	1	20	Positive	Fold_1
P05307	Bos taurus	Metazoa	510	1	20	Positive	Fold_2
P07474	Oryctolagus cuniculus	Metazoa	120	1	24	Positive	Fold_2
P82114	Bothrops moojeni	Metazoa	138	1	16	Positive	Fold_2
P81702	Ceratocystis fimbriata f. sp. platani	Fungi	134	1	14	Positive	Fold_1
P10762	Locusta migratoria	Metazoa	179	1	16	Positive	Fold_3
P15358	Haementeria officinalis	Metazoa	136	1	17	Positive	Fold_5
P50895	Homo sapiens	Metazoa	628	1	31	Positive	Fold_4
Q6RG02	Penaeus merguiensis	Metazoa	2586	1	18	Positive	Fold_1
P60213	Tityus obscurus	Metazoa	86	1	20	Positive	Fold_2
P01764	Homo sapiens	Metazoa	117	1	19	Positive	Fold_3
Q9PVF4	Calloselasma rhodostoma	Metazoa	137	1	16	Positive	Fold_5
P18650	Sus scrofa	Metazoa	317	1	18	Positive	Fold_2
Q7ZZN8	Naja atra	Metazoa	238	1	19	Positive	Fold_2
P21814	Ovis aries	Metazoa	429	1	25	Positive	Fold_4
P80356	Avena sativa	Viridiplantae	220	1	19	Positive	Fold_1
P09470	Mus musculus	Metazoa	1312	1	34	Positive	Fold_3
P10975	Ricinus communis	Viridiplantae	116	1	24	Positive	Fold_3
P0CX79	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	362	1	25	Positive	Fold_5
Q7YSJ4	Dictyostelium discoideum	Other	708	1	19	Positive	Fold_1
A0A2I8B352	Paralithodes camtschaticus	Metazoa	71	1	23	Positive	Fold_1
Q9IAM1	Deinagkistrodon acutus	Metazoa	152	1	23	Positive	Fold_3
P12799	Bos taurus	Metazoa	444	1	24	Positive	Fold_1
Q6H3C8	Trimeresurus stejnegeri	Metazoa	138	1	16	Positive	Fold_2
P0DL40	Vespa magnifica	Metazoa	67	1	21	Positive	Fold_4
Q8ISL8	Apis mellifera	Metazoa	78	1	24	Positive	Fold_5
Q25589	Faxonius limosus	Metazoa	135	1	26	Positive	Fold_1
Q95121	Bos taurus	Metazoa	416	1	20	Positive	Fold_1
Q90WJ9	Takifugu pardalis	Metazoa	391	1	20	Positive	Fold_4
P24821	Homo sapiens	Metazoa	2201	1	22	Positive	Fold_3
C0HJZ1	Arachis hypogaea	Viridiplantae	72	1	25	Positive	Fold_1
P38571	Homo sapiens	Metazoa	399	1	27	Positive	Fold_1
Q28631	Oryctolagus cuniculus	Metazoa	123	1	28	Positive	Fold_5
P10959	Rattus norvegicus	Metazoa	549	1	18	Positive	Fold_4
P38574	Bos taurus	Metazoa	287	1	18	Positive	Fold_5
P24605	Bothrops asper	Metazoa	137	1	16	Positive	Fold_5
Q8I7X1	Porcellio scaber	Metazoa	145	1	21	Positive	Fold_2
P29523	Bombyx mori	Metazoa	550	1	39	Positive	Fold_2
Q8WXF3	Homo sapiens	Metazoa	142	1	25	Positive	Fold_4
Q3HLQ4	Protobothrops mucrosquamatus	Metazoa	138	1	16	Positive	Fold_3
Q9UAD0	Olivierus martensii	Metazoa	59	1	24	Positive	Fold_5
P01038	Gallus gallus	Metazoa	139	1	23	Positive	Fold_2
P31096	Bos taurus	Metazoa	278	1	16	Positive	Fold_3
P04284	Solanum lycopersicum	Viridiplantae	159	1	24	Positive	Fold_1
P07267	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	405	1	22	Positive	Fold_5
B2KTG1	Bungarus fasciatus	Metazoa	83	1	24	Positive	Fold_1
P05231	Homo sapiens	Metazoa	212	1	29	Positive	Fold_3
P36980	Homo sapiens	Metazoa	270	1	18	Positive	Fold_2
Q41015	Pisum sativum	Viridiplantae	217	1	26	Positive	Fold_1
P01493	Centruroides sculpturatus	Metazoa	87	1	19	Positive	Fold_3
P43174	Ambrosia psilostachya	Viridiplantae	77	1	22	Positive	Fold_4
P01235	Cyprinus carpio	Metazoa	144	1	27	Positive	Fold_2
P11590	Mus musculus	Metazoa	178	1	16	Positive	Fold_4
P42579	Lymnaea stagnalis	Metazoa	100	1	23	Positive	Fold_3
Q05927	Bos taurus	Metazoa	574	1	26	Positive	Fold_5
P62375	Naja atra	Metazoa	83	1	21	Positive	Fold_3
P31779	Aquarana catesbeiana	Metazoa	153	1	24	Positive	Fold_2
P15289	Homo sapiens	Metazoa	507	1	18	Positive	Fold_3
Q53NL5	Oryza sativa subsp. japonica	Viridiplantae	290	1	27	Positive	Fold_1
P20474	Bothrops asper	Metazoa	138	1	16	Positive	Fold_4
Q07092	Homo sapiens	Metazoa	1604	1	21	Positive	Fold_2
P80221	Bos taurus	Metazoa	112	1	36	Positive	Fold_5
Q867W1	Procambarus clarkii	Metazoa	76	1	27	Positive	Fold_3
P01225	Homo sapiens	Metazoa	129	1	18	Positive	Fold_4
P19999	Rattus norvegicus	Metazoa	238	1	17	Positive	Fold_3
P29695	Protobothrops flavoviridis	Metazoa	342	1	19	Positive	Fold_3
C0HL38	Trichonephila clavata	Metazoa	60	1	19	Positive	Fold_1
O42414	Gallus gallus	Metazoa	1369	1	25	Positive	Fold_5
P05160	Homo sapiens	Metazoa	661	1	20	Positive	Fold_3
P22146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	559	1	22	Positive	Fold_1
Q8T0W2	Pimpla hypochondriaca	Metazoa	203	1	19	Positive	Fold_3
Q9UAC8	Olivierus martensii	Metazoa	85	1	19	Positive	Fold_2
P10147	Homo sapiens	Metazoa	92	1	23	Positive	Fold_5
P01318	Ovis aries	Metazoa	105	1	24	Positive	Fold_2
A0AT32	Lens culinaris	Viridiplantae	118	1	25	Positive	Fold_3
P0C908	Buthus israelis	Metazoa	59	1	22	Positive	Fold_5
O35744	Mus musculus	Metazoa	398	1	21	Positive	Fold_5
P25289	Lymnaea stagnalis	Metazoa	137	1	31	Positive	Fold_1
Q9SU40	Arabidopsis thaliana	Viridiplantae	587	1	20	Positive	Fold_2
P14091	Homo sapiens	Metazoa	396	1	19	Positive	Fold_4
P01168	Sus scrofa	Metazoa	116	1	24	Positive	Fold_1
P08379	Locusta migratoria	Metazoa	61	1	22	Positive	Fold_2
P33679	Zea mays	Viridiplantae	227	1	20	Positive	Fold_2
Q76FP5	Hypocrea rufa	Fungi	479	1	20	Positive	Fold_1
P01729	Mus musculus	Metazoa	129	1	19	Positive	Fold_5
Q9I8P7	Malayopython reticulatus	Metazoa	201	1	19	Positive	Fold_4
P01714	Homo sapiens	Metazoa	112	1	20	Positive	Fold_5
F8S0Y4	Crotalus adamanteus	Metazoa	240	1	19	Positive	Fold_3
P02669	Ovis aries	Metazoa	192	1	21	Positive	Fold_3
P02724	Homo sapiens	Metazoa	150	1	19	Positive	Fold_4
P11717	Homo sapiens	Metazoa	2491	1	40	Positive	Fold_5
P82935	Naja kaouthia	Metazoa	86	1	21	Positive	Fold_5
Q27270	Tenebrio molitor	Metazoa	96	1	18	Positive	Fold_4
P07730	Oryza sativa subsp. japonica	Viridiplantae	499	1	24	Positive	Fold_3
C9K4X8	Patiria pectinifera	Metazoa	116	1	29	Positive	Fold_1
