EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd
P35670	Homo sapiens	Metazoa	1465	None	None
P35712	Homo sapiens	Metazoa	828	None	None
P35914	Homo sapiens	Metazoa	325	None	None
P36021	Homo sapiens	Metazoa	539	None	None
P36382	Homo sapiens	Metazoa	358	None	None
P36406	Homo sapiens	Metazoa	574	None	None
P36776	Homo sapiens	Metazoa	959	None	None
P36871	Homo sapiens	Metazoa	562	None	None
P36959	Homo sapiens	Metazoa	345	None	None
P37059	Homo sapiens	Metazoa	387	None	None
P37198	Homo sapiens	Metazoa	522	None	None
P37235	Homo sapiens	Metazoa	193	None	None
P37802	Homo sapiens	Metazoa	199	None	None
P38935	Homo sapiens	Metazoa	993	None	None
P39019	Homo sapiens	Metazoa	145	None	None
P39023	Homo sapiens	Metazoa	403	None	None
P40121	Homo sapiens	Metazoa	348	None	None
P40145	Homo sapiens	Metazoa	1251	None	None
P40222	Homo sapiens	Metazoa	546	None	None
P40425	Homo sapiens	Metazoa	430	None	None
P40429	Homo sapiens	Metazoa	203	None	None
P40616	Homo sapiens	Metazoa	181	None	None
P40925	Homo sapiens	Metazoa	334	None	None
P41091	Homo sapiens	Metazoa	472	None	None
P41145	Homo sapiens	Metazoa	380	None	None
P41146	Homo sapiens	Metazoa	370	None	None
P41181	Homo sapiens	Metazoa	271	None	None
P41225	Homo sapiens	Metazoa	446	None	None
P41240	Homo sapiens	Metazoa	450	None	None
P41252	Homo sapiens	Metazoa	1262	None	None
P41440	Homo sapiens	Metazoa	591	None	None
P41968	Homo sapiens	Metazoa	323	None	None
P42126	Homo sapiens	Metazoa	302	None	None
P42224	Homo sapiens	Metazoa	750	None	None
P42331	Homo sapiens	Metazoa	645	None	None
P42566	Homo sapiens	Metazoa	896	None	None
P42658	Homo sapiens	Metazoa	865	None	None
P42680	Homo sapiens	Metazoa	631	None	None
P42685	Homo sapiens	Metazoa	505	None	None
P43005	Homo sapiens	Metazoa	524	None	None
P43007	Homo sapiens	Metazoa	532	None	None
P43268	Homo sapiens	Metazoa	484	None	None
P43358	Homo sapiens	Metazoa	317	None	None
P43487	Homo sapiens	Metazoa	201	None	None
P45973	Homo sapiens	Metazoa	191	None	None
P46020	Homo sapiens	Metazoa	1223	None	None
P46059	Homo sapiens	Metazoa	708	None	None
P46060	Homo sapiens	Metazoa	587	None	None
P46089	Homo sapiens	Metazoa	330	None	None
P46094	Homo sapiens	Metazoa	333	None	None
P46100	Homo sapiens	Metazoa	2492	None	None
P46109	Homo sapiens	Metazoa	303	None	None
P46597	Homo sapiens	Metazoa	345	None	None
P46695	Homo sapiens	Metazoa	156	None	None
P46783	Homo sapiens	Metazoa	165	None	None
P46934	Homo sapiens	Metazoa	1319	None	None
P47211	Homo sapiens	Metazoa	349	None	None
P47712	Homo sapiens	Metazoa	749	None	None
P47736	Homo sapiens	Metazoa	663	None	None
P47756	Homo sapiens	Metazoa	272	None	None
P47900	Homo sapiens	Metazoa	373	None	None
P47914	Homo sapiens	Metazoa	159	None	None
P48039	Homo sapiens	Metazoa	350	None	None
P48066	Homo sapiens	Metazoa	632	None	None
P48506	Homo sapiens	Metazoa	637	None	None
P48509	Homo sapiens	Metazoa	253	None	None
P48547	Homo sapiens	Metazoa	511	None	None
P48728	Homo sapiens	Metazoa	403	None	None
P48730	Homo sapiens	Metazoa	415	None	None
P48735	Homo sapiens	Metazoa	452	None	None
P48742	Homo sapiens	Metazoa	406	None	None
P48775	Homo sapiens	Metazoa	406	None	None
P49019	Homo sapiens	Metazoa	387	None	None
P49137	Homo sapiens	Metazoa	400	None	None
P49189	Homo sapiens	Metazoa	494	None	None
P49238	Homo sapiens	Metazoa	355	None	None
P49247	Homo sapiens	Metazoa	311	None	None
P49279	Homo sapiens	Metazoa	550	None	None
P49326	Homo sapiens	Metazoa	533	None	None
P49356	Homo sapiens	Metazoa	437	None	None
P49450	Homo sapiens	Metazoa	140	None	None
P49458	Homo sapiens	Metazoa	86	None	None
P49593	Homo sapiens	Metazoa	454	None	None
P49619	Homo sapiens	Metazoa	791	None	None
P49639	Homo sapiens	Metazoa	335	None	None
P49641	Homo sapiens	Metazoa	1150	None	None
P49643	Homo sapiens	Metazoa	509	None	None
P49703	Homo sapiens	Metazoa	201	None	None
P49715	Homo sapiens	Metazoa	358	None	None
P49748	Homo sapiens	Metazoa	655	None	None
P49761	Homo sapiens	Metazoa	490	None	None
P49790	Homo sapiens	Metazoa	1475	None	None
P49821	Homo sapiens	Metazoa	464	None	None
P49842	Homo sapiens	Metazoa	254	None	None
P49895	Homo sapiens	Metazoa	249	None	None
P49901	Homo sapiens	Metazoa	116	None	None
P50151	Homo sapiens	Metazoa	68	None	None
P50213	Homo sapiens	Metazoa	366	None	None
P50226	Homo sapiens	Metazoa	295	None	None
P50406	Homo sapiens	Metazoa	440	None	None
P50416	Homo sapiens	Metazoa	773	None	None
P50458	Homo sapiens	Metazoa	406	None	None
P50461	Homo sapiens	Metazoa	194	None	None
P50479	Homo sapiens	Metazoa	330	None	None
P50552	Homo sapiens	Metazoa	380	None	None
P50553	Homo sapiens	Metazoa	236	None	None
P50748	Homo sapiens	Metazoa	2209	None	None
P50993	Homo sapiens	Metazoa	1020	None	None
P51114	Homo sapiens	Metazoa	621	None	None
P51168	Homo sapiens	Metazoa	640	None	None
P51530	Homo sapiens	Metazoa	1060	None	None
P51531	Homo sapiens	Metazoa	1590	None	None
P51532	Homo sapiens	Metazoa	1647	None	None
P51617	Homo sapiens	Metazoa	712	None	None
P51648	Homo sapiens	Metazoa	485	None	None
P51795	Homo sapiens	Metazoa	816	None	None
P51797	Homo sapiens	Metazoa	869	None	None
P51813	Homo sapiens	Metazoa	675	None	None
P51817	Homo sapiens	Metazoa	358	None	None
P51857	Homo sapiens	Metazoa	326	None	None
P51946	Homo sapiens	Metazoa	323	None	None
P51956	Homo sapiens	Metazoa	506	None	None
P51959	Homo sapiens	Metazoa	295	None	None
P51970	Homo sapiens	Metazoa	172	None	None
P52597	Homo sapiens	Metazoa	415	None	None
P52732	Homo sapiens	Metazoa	1056	None	None
P52739	Homo sapiens	Metazoa	623	None	None
P52789	Homo sapiens	Metazoa	917	None	None
P52849	Homo sapiens	Metazoa	883	None	None
P52926	Homo sapiens	Metazoa	109	None	None
P52952	Homo sapiens	Metazoa	324	None	None
P53365	Homo sapiens	Metazoa	341	None	None
P53567	Homo sapiens	Metazoa	150	None	None
P53618	Homo sapiens	Metazoa	953	None	None
P53674	Homo sapiens	Metazoa	252	None	None
P53701	Homo sapiens	Metazoa	268	None	None
P53804	Homo sapiens	Metazoa	2025	None	None
P54098	Homo sapiens	Metazoa	1239	None	None
P54105	Homo sapiens	Metazoa	237	None	None
P54198	Homo sapiens	Metazoa	1017	None	None
P54296	Homo sapiens	Metazoa	1465	None	None
P54707	Homo sapiens	Metazoa	1039	None	None
P54710	Homo sapiens	Metazoa	66	None	None
P54821	Homo sapiens	Metazoa	245	None	None
P54840	Homo sapiens	Metazoa	703	None	None
P54845	Homo sapiens	Metazoa	237	None	None
P54920	Homo sapiens	Metazoa	295	None	None
P55036	Homo sapiens	Metazoa	377	None	None
P55072	Homo sapiens	Metazoa	806	None	None
P55196	Homo sapiens	Metazoa	1824	None	None
P55263	Homo sapiens	Metazoa	362	None	None
P55273	Homo sapiens	Metazoa	166	None	None
P55327	Homo sapiens	Metazoa	224	None	None
P55809	Homo sapiens	Metazoa	520	None	None
P55854	Homo sapiens	Metazoa	103	None	None
P56270	Homo sapiens	Metazoa	477	None	None
P56381	Homo sapiens	Metazoa	51	None	None
P56385	Homo sapiens	Metazoa	69	None	None
P56470	Homo sapiens	Metazoa	323	None	None
P56559	Homo sapiens	Metazoa	192	None	None
P56589	Homo sapiens	Metazoa	373	None	None
P56645	Homo sapiens	Metazoa	1201	None	None
P56880	Homo sapiens	Metazoa	219	None	None
P56962	Homo sapiens	Metazoa	302	None	None
P56975	Homo sapiens	Metazoa	720	None	None
P57075	Homo sapiens	Metazoa	661	None	None
P57088	Homo sapiens	Metazoa	247	None	None
P57105	Homo sapiens	Metazoa	145	None	None
P57678	Homo sapiens	Metazoa	1058	None	None
P57730	Homo sapiens	Metazoa	90	None	None
P57735	Homo sapiens	Metazoa	213	None	None
P57737	Homo sapiens	Metazoa	925	None	None
P57771	Homo sapiens	Metazoa	180	None	None
P58418	Homo sapiens	Metazoa	232	None	None
P58876	Homo sapiens	Metazoa	126	None	None
P59044	Homo sapiens	Metazoa	892	None	None
P59998	Homo sapiens	Metazoa	168	None	None
P60033	Homo sapiens	Metazoa	236	None	None
P60174	Homo sapiens	Metazoa	249	None	None
P60370	Homo sapiens	Metazoa	271	None	None
P60412	Homo sapiens	Metazoa	298	None	None
P60763	Homo sapiens	Metazoa	192	None	None
P61020	Homo sapiens	Metazoa	215	None	None
P61088	Homo sapiens	Metazoa	152	None	None
P61106	Homo sapiens	Metazoa	215	None	None
P61158	Homo sapiens	Metazoa	418	None	None
P61160	Homo sapiens	Metazoa	394	None	None
P61163	Homo sapiens	Metazoa	376	None	None
P61204	Homo sapiens	Metazoa	181	None	None
P61247	Homo sapiens	Metazoa	264	None	None
P61266	Homo sapiens	Metazoa	288	None	None
P61587	Homo sapiens	Metazoa	244	None	None
P61604	Homo sapiens	Metazoa	102	None	None
P61927	Homo sapiens	Metazoa	97	None	None
P61952	Homo sapiens	Metazoa	73	None	None
P61956	Homo sapiens	Metazoa	95	None	None
P61968	Homo sapiens	Metazoa	165	None	None
P61970	Homo sapiens	Metazoa	127	None	None
P62258	Homo sapiens	Metazoa	255	None	None
P62266	Homo sapiens	Metazoa	143	None	None
P62277	Homo sapiens	Metazoa	151	None	None
P62280	Homo sapiens	Metazoa	158	None	None
P62304	Homo sapiens	Metazoa	92	None	None
P62310	Homo sapiens	Metazoa	102	None	None
P62314	Homo sapiens	Metazoa	119	None	None
P62745	Homo sapiens	Metazoa	196	None	None
P62826	Homo sapiens	Metazoa	216	None	None
P62952	Homo sapiens	Metazoa	87	None	None
P63096	Homo sapiens	Metazoa	354	None	None
P63098	Homo sapiens	Metazoa	170	None	None
P63104	Homo sapiens	Metazoa	245	None	None
P63128	Homo sapiens	Metazoa	1117	None	None
P63172	Homo sapiens	Metazoa	113	None	None
P67870	Homo sapiens	Metazoa	215	None	None
P67936	Homo sapiens	Metazoa	248	None	None
P68036	Homo sapiens	Metazoa	154	None	None
P68363	Homo sapiens	Metazoa	451	None	None
P68543	Homo sapiens	Metazoa	259	None	None
P78332	Homo sapiens	Metazoa	1123	None	None
P78364	Homo sapiens	Metazoa	1004	None	None
P78383	Homo sapiens	Metazoa	322	None	None
P78406	Homo sapiens	Metazoa	368	None	None
P78412	Homo sapiens	Metazoa	446	None	None
P78413	Homo sapiens	Metazoa	519	None	None
P78508	Homo sapiens	Metazoa	379	None	None
P78543	Homo sapiens	Metazoa	158	None	None
P78562	Homo sapiens	Metazoa	749	None	None
P80404	Homo sapiens	Metazoa	500	None	None
P82094	Homo sapiens	Metazoa	1093	None	None
P82673	Homo sapiens	Metazoa	323	None	None
P82932	Homo sapiens	Metazoa	125	None	None
P83876	Homo sapiens	Metazoa	142	None	None
P83916	Homo sapiens	Metazoa	185	None	None
P84103	Homo sapiens	Metazoa	164	None	None
P84243	Homo sapiens	Metazoa	136	None	None
P84996	Homo sapiens	Metazoa	626	None	None
P85298	Homo sapiens	Metazoa	464	None	None
P98082	Homo sapiens	Metazoa	770	None	None
P98194	Homo sapiens	Metazoa	919	None	None
P98198	Homo sapiens	Metazoa	1209	None	None
P99999	Homo sapiens	Metazoa	105	None	None
Q00325	Homo sapiens	Metazoa	362	None	None
Q00341	Homo sapiens	Metazoa	1268	None	None
Q00537	Homo sapiens	Metazoa	523	None	None
Q00587	Homo sapiens	Metazoa	391	None	None
Q00G26	Homo sapiens	Metazoa	463	None	None
Q00LT1	Homo sapiens	Metazoa	54	None	None
Q01064	Homo sapiens	Metazoa	536	None	None
Q01081	Homo sapiens	Metazoa	240	None	None
Q01118	Homo sapiens	Metazoa	1682	None	None
Q01201	Homo sapiens	Metazoa	579	None	None
Q01362	Homo sapiens	Metazoa	244	None	None
Q01518	Homo sapiens	Metazoa	475	None	None
Q01534	Homo sapiens	Metazoa	308	None	None
Q01581	Homo sapiens	Metazoa	520	None	None
Q01668	Homo sapiens	Metazoa	2161	None	None
Q01718	Homo sapiens	Metazoa	297	None	None
Q01740	Homo sapiens	Metazoa	532	None	None
Q01813	Homo sapiens	Metazoa	784	None	None
Q01814	Homo sapiens	Metazoa	1243	None	None
Q01892	Homo sapiens	Metazoa	262	None	None
Q01968	Homo sapiens	Metazoa	901	None	None
Q02040	Homo sapiens	Metazoa	695	None	None
Q02094	Homo sapiens	Metazoa	409	None	None
Q02108	Homo sapiens	Metazoa	690	None	None
Q02446	Homo sapiens	Metazoa	784	None	None
Q02548	Homo sapiens	Metazoa	391	None	None
Q02575	Homo sapiens	Metazoa	133	None	None
Q02742	Homo sapiens	Metazoa	428	None	None
Q02928	Homo sapiens	Metazoa	519	None	None
Q03112	Homo sapiens	Metazoa	1230	None	None
Q04725	Homo sapiens	Metazoa	743	None	None
Q04741	Homo sapiens	Metazoa	290	None	None
Q05329	Homo sapiens	Metazoa	585	None	None
Q05682	Homo sapiens	Metazoa	793	None	None
Q05823	Homo sapiens	Metazoa	741	None	None
Q06203	Homo sapiens	Metazoa	517	None	None
Q06495	Homo sapiens	Metazoa	639	None	None
Q06945	Homo sapiens	Metazoa	474	None	None
Q07065	Homo sapiens	Metazoa	602	None	None
Q07108	Homo sapiens	Metazoa	199	None	None
Q07283	Homo sapiens	Metazoa	1943	None	None
Q07326	Homo sapiens	Metazoa	219	None	None
Q08209	Homo sapiens	Metazoa	521	None	None
Q08623	Homo sapiens	Metazoa	228	None	None
Q08945	Homo sapiens	Metazoa	709	None	None
Q08AM6	Homo sapiens	Metazoa	782	None	None
Q09028	Homo sapiens	Metazoa	425	None	None
Q09161	Homo sapiens	Metazoa	790	None	None
Q0D2K3	Homo sapiens	Metazoa	151	None	None
Q0IIM8	Homo sapiens	Metazoa	1120	None	None
Q0PNE2	Homo sapiens	Metazoa	266	None	None
Q0VAK6	Homo sapiens	Metazoa	560	None	None
Q0VD86	Homo sapiens	Metazoa	236	None	None
Q0VDF9	Homo sapiens	Metazoa	509	None	None
Q0VG99	Homo sapiens	Metazoa	397	None	None
Q0WX57	Homo sapiens	Metazoa	530	None	None
Q10570	Homo sapiens	Metazoa	1443	None	None
Q10571	Homo sapiens	Metazoa	1320	None	None
Q12769	Homo sapiens	Metazoa	1436	None	None
Q12797	Homo sapiens	Metazoa	758	None	None
Q12830	Homo sapiens	Metazoa	3046	None	None
Q12888	Homo sapiens	Metazoa	1972	None	None
Q12899	Homo sapiens	Metazoa	539	None	None
Q12947	Homo sapiens	Metazoa	444	None	None
Q12962	Homo sapiens	Metazoa	218	None	None
Q12965	Homo sapiens	Metazoa	1108	None	None
Q12967	Homo sapiens	Metazoa	914	None	None
Q12982	Homo sapiens	Metazoa	314	None	None
Q12996	Homo sapiens	Metazoa	717	None	None
Q13021	Homo sapiens	Metazoa	153	None	None
Q13042	Homo sapiens	Metazoa	620	None	None
Q13043	Homo sapiens	Metazoa	487	None	None
Q13075	Homo sapiens	Metazoa	1403	None	None
Q13111	Homo sapiens	Metazoa	956	None	None
Q13117	Homo sapiens	Metazoa	558	None	None
Q13133	Homo sapiens	Metazoa	447	None	None
Q13158	Homo sapiens	Metazoa	208	None	None
Q13177	Homo sapiens	Metazoa	524	None	None
Q13216	Homo sapiens	Metazoa	396	None	None
Q13257	Homo sapiens	Metazoa	205	None	None
Q13263	Homo sapiens	Metazoa	835	None	None
Q13277	Homo sapiens	Metazoa	289	None	None
Q13309	Homo sapiens	Metazoa	424	None	None
Q13319	Homo sapiens	Metazoa	367	None	None
Q13325	Homo sapiens	Metazoa	482	None	None
Q13368	Homo sapiens	Metazoa	585	None	None
Q13416	Homo sapiens	Metazoa	577	None	None
Q13427	Homo sapiens	Metazoa	754	None	None
Q13428	Homo sapiens	Metazoa	1488	None	None
Q13435	Homo sapiens	Metazoa	895	None	None
Q13439	Homo sapiens	Metazoa	2230	None	None
Q13459	Homo sapiens	Metazoa	2157	None	None
Q13470	Homo sapiens	Metazoa	666	None	None
Q13485	Homo sapiens	Metazoa	552	None	None
Q13489	Homo sapiens	Metazoa	604	None	None
Q13491	Homo sapiens	Metazoa	265	None	None
Q13509	Homo sapiens	Metazoa	450	None	None
Q13564	Homo sapiens	Metazoa	534	None	None
Q13573	Homo sapiens	Metazoa	536	None	None
Q13601	Homo sapiens	Metazoa	381	None	None
Q13616	Homo sapiens	Metazoa	776	None	None
Q13630	Homo sapiens	Metazoa	321	None	None
Q13698	Homo sapiens	Metazoa	1873	None	None
Q13724	Homo sapiens	Metazoa	837	None	None
Q13769	Homo sapiens	Metazoa	683	None	None
Q13794	Homo sapiens	Metazoa	54	None	None
Q13867	Homo sapiens	Metazoa	455	None	None
Q13882	Homo sapiens	Metazoa	451	None	None
Q13884	Homo sapiens	Metazoa	538	None	None
Q13976	Homo sapiens	Metazoa	671	None	None
Q14140	Homo sapiens	Metazoa	314	None	None
Q14147	Homo sapiens	Metazoa	1143	None	None
Q14152	Homo sapiens	Metazoa	1382	None	None
Q14168	Homo sapiens	Metazoa	576	None	None
Q14188	Homo sapiens	Metazoa	446	None	None
Q14289	Homo sapiens	Metazoa	1009	None	None
Q14315	Homo sapiens	Metazoa	2725	None	None
Q14451	Homo sapiens	Metazoa	532	None	None
Q14469	Homo sapiens	Metazoa	280	None	None
Q14493	Homo sapiens	Metazoa	270	None	None
Q14524	Homo sapiens	Metazoa	2016	None	None
Q14566	Homo sapiens	Metazoa	821	None	None
Q14596	Homo sapiens	Metazoa	966	None	None
Q14644	Homo sapiens	Metazoa	834	None	None
Q14669	Homo sapiens	Metazoa	1992	None	None
Q14684	Homo sapiens	Metazoa	758	None	None
Q14686	Homo sapiens	Metazoa	2063	None	None
Q14738	Homo sapiens	Metazoa	602	None	None
Q14739	Homo sapiens	Metazoa	615	None	None
Q14774	Homo sapiens	Metazoa	488	None	None
Q14790	Homo sapiens	Metazoa	479	None	None
Q14839	Homo sapiens	Metazoa	1912	None	None
Q14849	Homo sapiens	Metazoa	445	None	None
Q14896	Homo sapiens	Metazoa	1274	None	None
Q14919	Homo sapiens	Metazoa	205	None	None
Q14938	Homo sapiens	Metazoa	502	None	None
Q14940	Homo sapiens	Metazoa	896	None	None
Q14978	Homo sapiens	Metazoa	699	None	None
Q14995	Homo sapiens	Metazoa	579	None	None
Q14C86	Homo sapiens	Metazoa	1478	None	None
Q14CM0	Homo sapiens	Metazoa	1322	None	None
Q14CW9	Homo sapiens	Metazoa	347	None	None
Q14CX7	Homo sapiens	Metazoa	972	None	None
Q14CZ0	Homo sapiens	Metazoa	275	None	None
Q15020	Homo sapiens	Metazoa	963	None	None
Q15021	Homo sapiens	Metazoa	1401	None	None
Q15024	Homo sapiens	Metazoa	291	None	None
Q15027	Homo sapiens	Metazoa	740	None	None
Q15034	Homo sapiens	Metazoa	1050	None	None
Q15038	Homo sapiens	Metazoa	168	None	None
Q15051	Homo sapiens	Metazoa	598	None	None
Q15056	Homo sapiens	Metazoa	248	None	None
Q15070	Homo sapiens	Metazoa	435	None	None
Q15077	Homo sapiens	Metazoa	328	None	None
Q15120	Homo sapiens	Metazoa	406	None	None
Q15125	Homo sapiens	Metazoa	230	None	None
Q15172	Homo sapiens	Metazoa	486	None	None
Q15185	Homo sapiens	Metazoa	160	None	None
Q15269	Homo sapiens	Metazoa	919	None	None
Q15276	Homo sapiens	Metazoa	862	None	None
Q15283	Homo sapiens	Metazoa	850	None	None
Q15319	Homo sapiens	Metazoa	338	None	None
Q15326	Homo sapiens	Metazoa	602	None	None
Q15329	Homo sapiens	Metazoa	346	None	None
Q15366	Homo sapiens	Metazoa	365	None	None
Q15386	Homo sapiens	Metazoa	1083	None	None
Q15393	Homo sapiens	Metazoa	1217	None	None
Q15418	Homo sapiens	Metazoa	735	None	None
Q15435	Homo sapiens	Metazoa	360	None	None
Q15459	Homo sapiens	Metazoa	793	None	None
Q15543	Homo sapiens	Metazoa	124	None	None
Q15573	Homo sapiens	Metazoa	450	None	None
Q155Q3	Homo sapiens	Metazoa	683	None	None
Q15643	Homo sapiens	Metazoa	1979	None	None
Q15645	Homo sapiens	Metazoa	432	None	None
Q15646	Homo sapiens	Metazoa	514	None	None
Q15648	Homo sapiens	Metazoa	1581	None	None
Q15652	Homo sapiens	Metazoa	2540	None	None
Q15654	Homo sapiens	Metazoa	476	None	None
Q15735	Homo sapiens	Metazoa	1006	None	None
Q15738	Homo sapiens	Metazoa	373	None	None
Q15744	Homo sapiens	Metazoa	281	None	None
Q15746	Homo sapiens	Metazoa	1914	None	None
Q15811	Homo sapiens	Metazoa	1721	None	None
Q15813	Homo sapiens	Metazoa	527	None	None
Q15835	Homo sapiens	Metazoa	563	None	None
Q15836	Homo sapiens	Metazoa	100	None	None
Q16143	Homo sapiens	Metazoa	134	None	None
Q16181	Homo sapiens	Metazoa	437	None	None
Q16281	Homo sapiens	Metazoa	694	None	None
Q16342	Homo sapiens	Metazoa	344	None	None
Q16514	Homo sapiens	Metazoa	161	None	None
Q16533	Homo sapiens	Metazoa	368	None	None
Q16548	Homo sapiens	Metazoa	175	None	None
Q16563	Homo sapiens	Metazoa	259	None	None
Q16572	Homo sapiens	Metazoa	532	None	None
Q16584	Homo sapiens	Metazoa	847	None	None
Q16594	Homo sapiens	Metazoa	264	None	None
Q16617	Homo sapiens	Metazoa	165	None	None
Q16629	Homo sapiens	Metazoa	238	None	None
Q16637	Homo sapiens	Metazoa	294	None	None
Q16659	Homo sapiens	Metazoa	721	None	None
Q16665	Homo sapiens	Metazoa	826	None	None
Q16667	Homo sapiens	Metazoa	212	None	None
Q16696	Homo sapiens	Metazoa	494	None	None
Q16718	Homo sapiens	Metazoa	116	None	None
Q16777	Homo sapiens	Metazoa	129	None	None
Q16798	Homo sapiens	Metazoa	604	None	None
Q16821	Homo sapiens	Metazoa	1122	None	None
Q16825	Homo sapiens	Metazoa	1174	None	None
Q16836	Homo sapiens	Metazoa	314	None	None
Q16864	Homo sapiens	Metazoa	119	None	None
Q16878	Homo sapiens	Metazoa	200	None	None
Q16891	Homo sapiens	Metazoa	758	None	None
Q17R31	Homo sapiens	Metazoa	274	None	None
Q17RB8	Homo sapiens	Metazoa	773	None	None
Q1RMZ1	Homo sapiens	Metazoa	405	None	None
Q1W6H9	Homo sapiens	Metazoa	321	None	None
Q29RF7	Homo sapiens	Metazoa	1337	None	None
Q2KHT3	Homo sapiens	Metazoa	1053	None	None
Q2M1P5	Homo sapiens	Metazoa	1343	None	None
Q2M1Z3	Homo sapiens	Metazoa	1444	None	None
Q2M389	Homo sapiens	Metazoa	1173	None	None
Q2NKJ3	Homo sapiens	Metazoa	1217	None	None
Q2PPJ7	Homo sapiens	Metazoa	1873	None	None
Q2QGD7	Homo sapiens	Metazoa	858	None	None
Q2TAC2	Homo sapiens	Metazoa	915	None	None
Q2TAC6	Homo sapiens	Metazoa	998	None	None
Q2TAK8	Homo sapiens	Metazoa	710	None	None
Q2TBA0	Homo sapiens	Metazoa	621	None	None
Q3KNS6	Homo sapiens	Metazoa	432	None	None
Q3KNV8	Homo sapiens	Metazoa	242	None	None
Q3KR37	Homo sapiens	Metazoa	738	None	None
Q3KRB8	Homo sapiens	Metazoa	267	None	None
Q3LI59	Homo sapiens	Metazoa	83	None	None
Q3LI64	Homo sapiens	Metazoa	71	None	None
Q3LI72	Homo sapiens	Metazoa	72	None	None
Q3LI76	Homo sapiens	Metazoa	137	None	None
Q3LXA3	Homo sapiens	Metazoa	575	None	None
Q3MUY2	Homo sapiens	Metazoa	71	None	None
Q3SXR2	Homo sapiens	Metazoa	165	None	None
Q3SY84	Homo sapiens	Metazoa	523	None	None
Q3YBM2	Homo sapiens	Metazoa	270	None	None
Q3ZCM7	Homo sapiens	Metazoa	444	None	None
Q495M9	Homo sapiens	Metazoa	461	None	None
Q496J9	Homo sapiens	Metazoa	727	None	None
Q496M5	Homo sapiens	Metazoa	336	None	None
Q49A88	Homo sapiens	Metazoa	953	None	None
Q4FZB7	Homo sapiens	Metazoa	885	None	None
Q4G0J3	Homo sapiens	Metazoa	582	None	None
Q4G0N8	Homo sapiens	Metazoa	1177	None	None
Q4G163	Homo sapiens	Metazoa	708	None	None
Q4KWH8	Homo sapiens	Metazoa	1693	None	None
Q4U2R8	Homo sapiens	Metazoa	563	None	None
Q504T8	Homo sapiens	Metazoa	468	None	None
