Accession	Organism	Kingdom	Sequence length	N-term transmembrane
Q7S7U5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	71	True
Q9VR19	Drosophila melanogaster	Metazoa	379	False
A0A2P1GIW3	Catharanthus roseus	Viridiplantae	320	False
P38790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280	False
Q9W1C5	Drosophila melanogaster	Metazoa	2053	False
A0A8I3PDQ1	Canis lupus familiaris	Metazoa	834	False
P32389	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	672	False
O09171	Rattus norvegicus	Metazoa	407	False
Q15562	Homo sapiens	Metazoa	447	False
Q9W261	Drosophila melanogaster	Metazoa	775	False
P38279	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296	True
Q8L785	Arabidopsis thaliana	Viridiplantae	1067	False
P43589	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	448	False
Q92794	Homo sapiens	Metazoa	2004	False
Q53FT3	Homo sapiens	Metazoa	197	False
Q1K730	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	447	False
O94516	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	364	False
Q504T8	Homo sapiens	Metazoa	468	False
Q24143	Drosophila melanogaster	Metazoa	723	False
A7UWX2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	470	False
Q9CR61	Mus musculus	Metazoa	137	False
P48837	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	541	False
P36606	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468	True
P08050	Rattus norvegicus	Metazoa	382	True
Q7SD06	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	469	False
Q9LVS0	Arabidopsis thaliana	Viridiplantae	365	False
Q99JZ7	Mus musculus	Metazoa	461	False
Q96IY1	Homo sapiens	Metazoa	281	False
Q95U54	Drosophila melanogaster	Metazoa	959	False
Q1M168	Rattus norvegicus	Metazoa	372	False
Q925N4	Mus musculus	Metazoa	235	True
Q15697	Homo sapiens	Metazoa	407	False
P41812	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	875	False
Q0VD83	Homo sapiens	Metazoa	1097	False
Q9U226	Caenorhabditis elegans	Metazoa	342	False
Q06833	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	770	False
Q10412	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	403	False
P53196	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417	False
Q9LYY2	Arabidopsis thaliana	Viridiplantae	112	True
O14275	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	931	False
Q94131	Caenorhabditis elegans	Metazoa	335	False
Q149M9	Homo sapiens	Metazoa	1564	False
Q9BT92	Homo sapiens	Metazoa	498	False
P03899	Mus musculus	Metazoa	115	True
O14338	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	891	False
Q96RS6	Homo sapiens	Metazoa	583	False
Q96PX9	Homo sapiens	Metazoa	1627	False
Q9P013	Homo sapiens	Metazoa	229	False
Q15751	Homo sapiens	Metazoa	4861	False
Q03200	Oryza sativa subsp. japonica	Viridiplantae	128	False
Q7S5W0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	103	False
Q9VXE6	Drosophila melanogaster	Metazoa	1883	False
Q14973	Homo sapiens	Metazoa	349	False
O42924	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	272	False
Q04839	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188	False
Q59RW5	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	493	False
Q3E764	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	64	False
P35192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417	False
Q8W4B1	Arabidopsis thaliana	Viridiplantae	652	False
Q5TB80	Homo sapiens	Metazoa	1403	False
Q96RN5	Homo sapiens	Metazoa	788	False
Q8RWI0	Arabidopsis thaliana	Viridiplantae	391	True
P13489	Homo sapiens	Metazoa	461	False
O48847	Arabidopsis thaliana	Viridiplantae	787	False
P78965	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	464	False
P42844	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174	False
P53930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	226	False
Q9H061	Homo sapiens	Metazoa	195	True
Q8IZU0	Homo sapiens	Metazoa	186	False
Q9UKK3	Homo sapiens	Metazoa	1724	False
Q1ZXQ0	Dictyostelium discoideum	Other	1019	False
O75179	Homo sapiens	Metazoa	2603	False
U9W802	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	307	False
Q8C551	Mus musculus	Metazoa	337	False
Q8IY42	Homo sapiens	Metazoa	314	False
P07390	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	489	False
P93830	Arabidopsis thaliana	Viridiplantae	229	False
E7FKV8	Oryzias latipes	Metazoa	2742	False
P30658	Mus musculus	Metazoa	519	False
P40466	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	484	False
Q9H649	Homo sapiens	Metazoa	340	False
O75955	Homo sapiens	Metazoa	427	False
Q61161	Mus musculus	Metazoa	821	False
Q06236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	168	True
Q7Z7K0	Homo sapiens	Metazoa	106	False
Q03213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	719	False
Q8LAP6	Arabidopsis thaliana	Viridiplantae	409	False
Q8IWS0	Homo sapiens	Metazoa	365	False
Q8NBS3	Homo sapiens	Metazoa	875	False
P29144	Homo sapiens	Metazoa	1249	False
Q969X6	Homo sapiens	Metazoa	686	False
Q86W50	Homo sapiens	Metazoa	562	False
Q17602	Caenorhabditis elegans	Metazoa	1390	False
P82913	Bos taurus	Metazoa	256	False
P27516	Dunaliella salina	Viridiplantae	172	False
F4JW79	Arabidopsis thaliana	Viridiplantae	1493	False
Q8UUZ1	Danio rerio	Metazoa	359	False
Q6IQ55	Homo sapiens	Metazoa	1244	False
Q9C0C6	Homo sapiens	Metazoa	399	False
Q9UJY1	Homo sapiens	Metazoa	196	False
Q3UHU5	Mus musculus	Metazoa	1945	False
Q3V0Q6	Mus musculus	Metazoa	470	False
P53968	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	678	False
Q9LY66	Arabidopsis thaliana	Viridiplantae	346	False
Q5XG73	Mus musculus	Metazoa	508	False
Q93008	Homo sapiens	Metazoa	2554	False
P04386	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	881	False
Q961D9	Drosophila melanogaster	Metazoa	1469	False
Q9VWF2	Drosophila melanogaster	Metazoa	2006	False
Q06091	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	175	False
J9VLJ9	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	154	False
O14894	Homo sapiens	Metazoa	197	True
Q8TCY5	Homo sapiens	Metazoa	172	True
P41814	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	478	False
P25992	Drosophila melanogaster	Metazoa	1002	False
O70343	Mus musculus	Metazoa	797	False
Q9NP94	Homo sapiens	Metazoa	309	True
Q9Y2M0	Homo sapiens	Metazoa	1017	False
O13297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	549	False
Q9H0U9	Homo sapiens	Metazoa	437	False
Q9W6G7	Xenopus laevis	Metazoa	463	False
O14734	Homo sapiens	Metazoa	319	False
Q0WVF8	Arabidopsis thaliana	Viridiplantae	1134	False
Q9HD34	Homo sapiens	Metazoa	91	False
Q9Z1N1	Rattus norvegicus	Metazoa	339	False
Q03063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	452	False
Q9Y2D8	Homo sapiens	Metazoa	614	False
Q9QZN9	Rattus norvegicus	Metazoa	360	False
P25298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	677	False
Q96LW7	Homo sapiens	Metazoa	228	False
P50748	Homo sapiens	Metazoa	2209	False
Q9LHF5	Arabidopsis thaliana	Viridiplantae	602	False
P12853	Chlamydomonas reinhardtii	Viridiplantae	291	False
Q20977	Caenorhabditis elegans	Metazoa	567	False
Q12749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1114	False
Q9HCU9	Homo sapiens	Metazoa	246	False
Q00202	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	678	False
Q9UTG8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	94	False
A8MUP2	Homo sapiens	Metazoa	240	False
Q969K3	Homo sapiens	Metazoa	372	False
Q9NSI6	Homo sapiens	Metazoa	2320	False
Q9H3J6	Homo sapiens	Metazoa	166	False
O04211	Arabidopsis thaliana	Viridiplantae	111	False
Q9V968	Drosophila melanogaster	Metazoa	218	False
Q8GZR2	Euglena gracilis	Other	496	False
Q9M0A5	Arabidopsis thaliana	Viridiplantae	249	False
Q56Y52	Arabidopsis thaliana	Viridiplantae	467	False
Q8WUX2	Homo sapiens	Metazoa	184	False
Q90257	Danio rerio	Metazoa	270	False
Q6DBN4	Arabidopsis thaliana	Viridiplantae	253	True
Q9NWZ8	Homo sapiens	Metazoa	242	False
Q96T23	Homo sapiens	Metazoa	1441	False
Q8CEG0	Mus musculus	Metazoa	392	True
Q61884	Mus musculus	Metazoa	491	False
Q8IZ52	Homo sapiens	Metazoa	775	False
Q02796	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	332	False
Q45EK2	Caenorhabditis elegans	Metazoa	360	False
Q02873	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	248	False
Q15038	Homo sapiens	Metazoa	168	False
Q29455	Bos taurus	Metazoa	198	False
P00918	Homo sapiens	Metazoa	260	False
Q54HS3	Dictyostelium discoideum	Other	1486	False
Q10200	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	466	False
Q08921	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	799	False
Q8N7J2	Homo sapiens	Metazoa	671	False
Q12181	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	623	False
Q5T6F0	Homo sapiens	Metazoa	453	False
Q32SG5	Zea mays	Viridiplantae	616	False
O43716	Homo sapiens	Metazoa	136	False
Q06596	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294	False
Q40089	Ipomoea batatas	Viridiplantae	200	False
O43164	Homo sapiens	Metazoa	708	False
Q8R010	Mus musculus	Metazoa	320	False
P49756	Homo sapiens	Metazoa	843	False
P38848	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	579	False
Q2Z1W2	Gallus gallus	Metazoa	345	False
O55236	Mus musculus	Metazoa	597	False
Q6RFH5	Homo sapiens	Metazoa	385	False
Q96S44	Homo sapiens	Metazoa	253	False
Q9P0K7	Homo sapiens	Metazoa	980	False
Q0D2I5	Homo sapiens	Metazoa	559	False
O74317	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	113	False
Q9CAH5	Arabidopsis thaliana	Viridiplantae	320	True
O74880	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	360	False
P39996	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	337	False
Q7TNS8	Mus musculus	Metazoa	369	False
Q05583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	330	False
Q8IY92	Homo sapiens	Metazoa	1834	False
F4IAT8	Arabidopsis thaliana	Viridiplantae	326	False
Q1MTQ7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	633	False
F4JS25	Arabidopsis thaliana	Viridiplantae	1052	False
P14064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	554	False
Q9M9V7	Arabidopsis thaliana	Viridiplantae	587	True
Q04431	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385	False
P40532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	138	True
Q8TEX9	Homo sapiens	Metazoa	1081	False
Q8K2C6	Mus musculus	Metazoa	310	False
Q9P267	Homo sapiens	Metazoa	1494	False
P40530	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394	False
P0DKH5	Arabidopsis thaliana	Viridiplantae	1288	False
P42925	Mus musculus	Metazoa	194	True
Q8H157	Arabidopsis thaliana	Viridiplantae	585	True
Q9C7A2	Arabidopsis thaliana	Viridiplantae	590	False
Q0WR66	Arabidopsis thaliana	Viridiplantae	793	False
Q9ZV24	Arabidopsis thaliana	Viridiplantae	148	True
Q9Y7R3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	742	False
Q9NX58	Homo sapiens	Metazoa	379	False
P25284	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	375	False
P40057	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	128	False
O80669	Arabidopsis thaliana	Viridiplantae	141	False
Q6ZMT4	Homo sapiens	Metazoa	941	False
P37840	Homo sapiens	Metazoa	140	False
F4I8I0	Arabidopsis thaliana	Viridiplantae	596	True
A8MQL1	Arabidopsis thaliana	Viridiplantae	1082	False
Q9FVQ1	Arabidopsis thaliana	Viridiplantae	557	False
Q9BPY3	Homo sapiens	Metazoa	351	False
P11914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	482	False
O59858	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	158	False
O43819	Homo sapiens	Metazoa	266	True
O09053	Mus musculus	Metazoa	1401	False
Q9H816	Homo sapiens	Metazoa	532	False
Q3KPK4	Xenopus laevis	Metazoa	280	False
P37107	Arabidopsis thaliana	Viridiplantae	564	False
Q9Y315	Homo sapiens	Metazoa	318	False
Q99816	Homo sapiens	Metazoa	390	False
P43557	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	207	False
O14161	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	293	False
Q1HTZ9	Aquarana catesbeiana	Metazoa	198	False
Q09902	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	85	False
Q01804	Homo sapiens	Metazoa	1114	False
P53331	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	553	False
Q501F9	Arabidopsis thaliana	Viridiplantae	370	False
Q9LR78	Arabidopsis thaliana	Viridiplantae	793	False
Q09826	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	408	False
Q8MLV1	Drosophila melanogaster	Metazoa	741	False
P34260	Caenorhabditis elegans	Metazoa	603	False
P16455	Homo sapiens	Metazoa	207	False
Q9H3M7	Homo sapiens	Metazoa	391	False
Q8IXW5	Homo sapiens	Metazoa	612	False
P83456	Gadus morhua	Metazoa	477	False
Q3UNW5	Mus musculus	Metazoa	479	False
O75934	Homo sapiens	Metazoa	225	False
Q7XJJ7	Arabidopsis thaliana	Viridiplantae	607	False
Q95Y80	Caenorhabditis elegans	Metazoa	853	False
P34072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	584	False
P40850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	830	False
Q8K3G9	Mus musculus	Metazoa	662	False
F4KCE9	Arabidopsis thaliana	Viridiplantae	598	False
Q86YC2	Homo sapiens	Metazoa	1186	False
Q8W4F1	Arabidopsis thaliana	Viridiplantae	284	False
Q8VYB9	Arabidopsis thaliana	Viridiplantae	840	False
Q96E29	Homo sapiens	Metazoa	417	False
Q9Y2I1	Homo sapiens	Metazoa	1504	False
Q6ID70	Arabidopsis thaliana	Viridiplantae	150	False
P34122	Dictyostelium discoideum	Other	287	False
Q02770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	301	False
P32388	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137	False
Q23529	Caenorhabditis elegans	Metazoa	777	False
Q60680	Mus musculus	Metazoa	745	False
P34418	Caenorhabditis elegans	Metazoa	943	False
Q8NCE0	Homo sapiens	Metazoa	465	False
Q9T0H9	Arabidopsis thaliana	Viridiplantae	359	False
Q5W7F1	Danio rerio	Metazoa	743	False
P32336	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	851	False
Q9STY0	Arabidopsis thaliana	Viridiplantae	227	True
Q9C5W3	Arabidopsis thaliana	Viridiplantae	985	False
Q9VN60	Drosophila melanogaster	Metazoa	278	False
Q96RK1	Homo sapiens	Metazoa	184	False
Q9FFD8	Arabidopsis thaliana	Viridiplantae	104	False
P54797	Mus musculus	Metazoa	276	False
O60683	Homo sapiens	Metazoa	326	False
Q9UGM6	Homo sapiens	Metazoa	360	False
A0A1P8BH03	Arabidopsis thaliana	Viridiplantae	404	False
Q5M775	Homo sapiens	Metazoa	1068	False
Q9Y4X0	Homo sapiens	Metazoa	333	False
Q9Y6I9	Homo sapiens	Metazoa	313	False
Q07897	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291	False
Q8CEG8	Mus musculus	Metazoa	438	False
A0A7U2QXY7	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	Fungi	438	False
Q06139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	101	False
P04117	Mus musculus	Metazoa	132	False
Q19969	Caenorhabditis elegans	Metazoa	514	False
Q9XF57	Arabidopsis thaliana	Viridiplantae	317	False
P10069	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	432	False
O13838	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	371	False
P47167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	239	False
Q10L01	Oryza sativa subsp. japonica	Viridiplantae	382	True
P82669	Bos taurus	Metazoa	173	False
Q8NEZ4	Homo sapiens	Metazoa	4911	False
Q03671	Candida parapsilosis	Fungi	246	True
O94258	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	978	False
Q8VIE6	Mus musculus	Metazoa	465	True
Q96VH4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	193	False
Q15067	Homo sapiens	Metazoa	660	False
Q05498	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189	False
P28328	Homo sapiens	Metazoa	305	False
Q12262	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	181	False
S0DPL8	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	Fungi	389	False
Q10178	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1205	False
P0DH95	Arabidopsis thaliana	Viridiplantae	149	False
Q9Y6D6	Homo sapiens	Metazoa	1849	False
P53102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	219	False
Q15311	Homo sapiens	Metazoa	655	False
P00560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	416	False
O43508	Homo sapiens	Metazoa	249	False
P70445	Mus musculus	Metazoa	120	False
P68036	Homo sapiens	Metazoa	154	False
P53846	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	162	False
Q9SAA2	Arabidopsis thaliana	Viridiplantae	271	False
Q9NYT0	Homo sapiens	Metazoa	353	False
Q03455	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	724	True
Q05543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	409	False
Q55GJ6	Dictyostelium discoideum	Other	214	False
Q8R0S1	Mus musculus	Metazoa	413	False
Q92374	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	104	False
O75387	Homo sapiens	Metazoa	559	True
Q03067	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	99	False
Q9ZVZ9	Arabidopsis thaliana	Viridiplantae	199	False
Q03718	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	556	False
P38302	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	140	False
P46669	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326	False
Q7Z3D4	Homo sapiens	Metazoa	306	False
P23490	Homo sapiens	Metazoa	312	False
D3ZNV2	Rattus norvegicus	Metazoa	288	False
O88286	Mus musculus	Metazoa	1684	False
Q9UBH6	Homo sapiens	Metazoa	696	False
Q9BY07	Homo sapiens	Metazoa	1137	False
Q93009	Homo sapiens	Metazoa	1102	False
Q09884	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1374	False
Q6EIG7	Homo sapiens	Metazoa	209	False
P33308	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	149	False
Q99ML9	Mus musculus	Metazoa	989	False
P00425	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	151	True
P93788	Solanum tuberosum	Viridiplantae	198	False
Q9Y2M2	Homo sapiens	Metazoa	375	False
Q9NSN8	Homo sapiens	Metazoa	517	False
Q7ZT82	Danio rerio	Metazoa	382	False
Q501D2	Arabidopsis thaliana	Viridiplantae	572	False
Q8IEF6	Plasmodium falciparum (isolate 3D7)	Other	414	False
Q8H1D3	Arabidopsis thaliana	Viridiplantae	571	False
P40084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	226	False
Q8W4J9	Arabidopsis thaliana	Viridiplantae	908	False
Q3E756	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	94	False
O14318	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295	False
Q9CPU2	Mus musculus	Metazoa	105	False
Q9UBD5	Homo sapiens	Metazoa	711	False
E9Q2Z1	Mus musculus	Metazoa	1453	False
Q9M1E7	Arabidopsis thaliana	Viridiplantae	285	True
P38818	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	585	False
Q20709	Caenorhabditis elegans	Metazoa	543	False
O59767	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	310	False
Q8TEC5	Homo sapiens	Metazoa	729	False
Q07508	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	261	False
P07248	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1323	False
P30419	Homo sapiens	Metazoa	496	False
O13769	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	638	False
P30155	Nicotiana tabacum	Viridiplantae	179	False
Q0DRX6	Oryza sativa subsp. japonica	Viridiplantae	902	False
A2ALU4	Mus musculus	Metazoa	1481	False
P49107	Arabidopsis thaliana	Viridiplantae	171	False
Q9Y3F4	Homo sapiens	Metazoa	350	False
Q96TC7	Homo sapiens	Metazoa	470	True
Q9BSK0	Homo sapiens	Metazoa	173	True
Q19360	Caenorhabditis elegans	Metazoa	430	False
Q15049	Homo sapiens	Metazoa	377	True
P56785	Arabidopsis thaliana	Viridiplantae	1786	False
Q19203	Caenorhabditis elegans	Metazoa	310	False
Q8K3D3	Mus musculus	Metazoa	89	False
Q0E7J7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	325	False
O00287	Homo sapiens	Metazoa	272	False
O00291	Homo sapiens	Metazoa	1037	False
Q3S4A7	Arabidopsis thaliana	Viridiplantae	922	False
Q197W8	Arabidopsis thaliana	Viridiplantae	473	False
O14196	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300	False
P43583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2143	False
Q96BU1	Homo sapiens	Metazoa	408	False
Q8IXI2	Homo sapiens	Metazoa	618	False
O94979	Homo sapiens	Metazoa	1220	False
Q14DK4	Mus musculus	Metazoa	801	False
Q04359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	397	False
Q62100	Mus musculus	Metazoa	101	False
Q08236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1176	False
P33203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	583	False
Q9USX8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	239	False
Q9LYG9	Arabidopsis thaliana	Viridiplantae	734	False
Q9UJQ4	Homo sapiens	Metazoa	1053	False
Q17784	Caenorhabditis elegans	Metazoa	830	False
P53330	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157	False
Q9VHI4	Drosophila melanogaster	Metazoa	85	False
Q04712	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	507	False
Q8WV41	Homo sapiens	Metazoa	574	False
Q12036	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	173	False
P49793	Rattus norvegicus	Metazoa	1816	False
P61459	Rattus norvegicus	Metazoa	104	False
P39113	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1433	False
Q9Y2R0	Homo sapiens	Metazoa	106	True
Q60610	Mus musculus	Metazoa	1591	False
Q9HGL9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	252	False
Q12146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	194	False
Q59LY1	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	422	False
Q9LMR3	Arabidopsis thaliana	Viridiplantae	358	False
F4IY03	Arabidopsis thaliana	Viridiplantae	332	False
P38633	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	127	False
Q7XHR2	Oryza sativa subsp. japonica	Viridiplantae	927	False
